Genes,E3_0,E3_1,E3_2,E4_0,E4_1,E4_2
AGAP5,0.735127,0.40446,0.565205,0.669694,0.827675,0.485867
AGAP6,1.37827,1.08886,1.99128,1.35218,1.07432,1.29634
AGAP7,0,0,0,0,0,0
AGAP8,0.216354,0.142838,0.427756,0.18921,0.0876853,0.12869
AGAP9,0,0,0,0,0,0
AGBL1,0,0,0,0,0,0
AGBL2,0.401731,0.383116,0.238272,0.234223,0.32566,0.265516
AGBL3,0.0817937,0.0900043,0.0269517,0.149027,0.248646,0.10812
AGBL4,0,0.035872,0.0644511,0.0356375,0.0330333,0.0323191
AGBL5,20.0642,21.9686,22.3114,20.2851,17.2853,19.8063
AGER,3.58477,4.89834,4.79762,3.18347,3.81867,3.14377
AGFG1,6.46307,6.8493,6.15108,7.3742,7.90096,7.17644
AGFG2,2.83727,3.18712,3.03844,2.90782,2.63543,3.06679
AGGF1,8.05637,8.00642,7.88053,8.32297,9.23208,7.94522
AGK,11.6072,10.8639,11.507,10.2459,10.3083,9.6225
AGL,3.49265,3.41497,2.87157,3.37696,3.5044,3.43554
AGMAT,0.769149,0.609377,1.42941,1.00899,0.872907,0.884534
AGMO,0.199798,0.263825,0.35551,0.174734,0.202457,0.237695
AGO1,7.52561,7.29227,7.77236,6.93081,7.29693,7.25051
AGO2,8.81203,9.11344,9.66364,10.1449,9.08958,9.20026
AGO3,3.66647,3.48304,3.833,4.12349,5.31895,4.00102
AGO4,4.99188,5.15786,5.0524,5.06624,4.73628,3.84624
AGPAT1,70.8716,74.4134,74.0207,62.4185,65.517,71.1938
AGPAT2,27.6745,25.9738,29.031,26.7806,26.0854,27.6104
AGPAT3,18.6895,18.3204,19.071,15.7989,15.9051,16.5059
AGPAT4,4.1754,4.08692,4.06902,5.3662,5.18981,5.89844
AGPAT4-IT1,0.60597,0.30309,0.490104,0.963548,1.33971,1.09228
AGPAT5,5.03837,5.37499,4.99744,4.53701,4.86311,4.26692
AGPAT6,15.8038,15.3943,16.1368,15.2612,15.8182,15.5646
AGPAT9,1.1589,1.39868,1.07167,0.591959,0.984354,0.704036
AGPHD1,1.40725,2.01306,0.973768,1.69223,1.42567,1.51407
AGPS,14.0413,13.9111,13.1225,11.8516,13.2665,10.8083
AGR2,0,0,0,0,0,0
AGR3,0,0,0,0,0,0
AGRN,46.6653,48.4743,49.6705,30.3771,29.0614,32.2873
AGRP,0,0,0,0,0,0
AGSK1,0,0,0,0,0.0390097,0.0763378
AGT,0.305429,0.420111,0.0377405,0.125209,0.232119,0.2271
AGTPBP1,5.46993,5.3318,5.25814,4.68486,5.62999,4.52616
AGTR1,1.53536,2.06995,1.71854,0.342717,0.598207,0.621629
AGTR2,0.134703,0.185281,0.0998678,0.368139,0.511856,0.267087
AGTRAP,17.7772,16.0054,18.7047,15.1705,14.7418,18.2589
AGXT,0.0650776,0,0,0,0,0.0645175
AGXT2,0,0,0,0.0901032,0,0.122569
AGXT2L1,0,0,0,0,0,0
AGXT2L2,13.3922,12.9152,13.5856,13.6533,11.8932,13.4759
AHCTF1,3.75976,4.05419,3.86571,4.49877,4.78133,3.90897
AHCTF1P1,0,0,0.0103965,0,0,0
AHCY,91.9652,88.6344,90.9994,91.9675,91.2147,104.603
AHCYL1,48.2628,51.2714,45.5697,56.9788,57.5181,58.4973
AHCYL2,6.57729,7.81325,6.12665,5.53566,5.92701,5.7595
AHDC1,14.2257,14.336,15.3461,13.7849,12.6899,14.5181
AHI1,6.87825,6.65812,5.59005,4.79584,6.20576,4.23045
AHNAK,143.842,144.506,149.587,186.756,161.207,167.794
AHNAK2,0.731819,0.783217,0.708556,0.701384,0.65521,0.814968
AHR,2.59882,3.40519,2.8066,4.76238,4.87103,3.61895
AHRR,1.68041,1.49776,1.51162,2.04045,2.06035,2.18239
AHSA1,62.4925,57.8332,59.0765,59.2792,54.0251,58.9472
AHSA2,19.5513,19.465,18.3432,18.8113,19.2909,16.7095
AHSG,0,0.0729167,0,0,0,0
AHSP,0,0,0,0,0,0
AICDA,0.245282,0.231346,0.450297,0.229834,0.284052,0.312649
AIDA,23.5477,23.8443,20.2037,25.9546,26.3226,23.7946
AIF1,7.25872,6.65613,6.27848,4.2982,7.0597,6.8964
AIF1L,1.77978,1.76907,1.75921,1.80696,1.16342,1.39591
AIFM1,18.1186,16.8093,17.6434,15.9425,16.9241,18.0751
AIFM2,2.47521,2.82214,2.21092,2.41241,2.2059,2.30605
AIFM3,0.0865272,0.142844,0.209545,0.141896,0.13154,0.0857825
AIG1,11.29,10.226,10.0975,10.5789,10.0394,10.736
AIM1,1.03779,0.788498,0.806048,0.49972,0.588393,0.624663
AIM1L,0,0,0,0.0196854,0,0
AIM2,0.0708681,0.0779819,0.0700548,0.387361,0.287244,0.140516
AIMP1,16.6311,15.2683,14.775,16.2407,17.3326,15.2428
AIMP2,10.9005,8.84858,10.9521,10.9396,10.8645,13.0212
AIP,42.5689,35.4952,43.3001,38.539,35.7228,42.7268
AIPL1,0.14067,0.271031,0.208677,0.307746,0.178229,0.348893
AIRE,0,0.190651,0.128453,0.189405,0.131673,0.128826
AIRN,0,0,0,0,0,0
AJAP1,0,0,0.0329956,0.109467,0,0
AJUBA,17.5111,18.4284,17.8129,19.0942,18.4401,22.0674
AK1,25.1723,21.2586,24.7529,28.4803,26.3991,29.5803
AK2,36.8756,36.999,35.3657,32.1287,33.1683,31.3362
AK3,14.7538,13.1683,12.6267,12.3048,13.8598,11.6815
AK4,2.01182,2.49811,2.25791,2.52531,2.98941,3.00459
AK5,0.34897,0.127999,0.287471,0.222535,0.324146,0.201813
AK7,0.263841,0.258067,0.173876,0.160238,0.20794,0.17438
AK8,0.572486,0.839938,0.801716,0.834448,0.435077,0.709449
AKAP1,4.42183,4.74981,3.57753,5.27237,4.22729,4.55086
AKAP10,7.16521,7.83101,6.98694,8.28431,9.52483,7.77777
AKAP11,8.31608,9.68552,7.70339,10.184,12.6022,9.68961
AKAP12,61.2753,59.2308,59.2336,48.463,48.602,47.0653
AKAP13,14.3864,15.0297,14.8819,15.5976,14.965,14.9461
AKAP14,0,0,0.335896,0,0,0
AKAP17A,0,0,0,0,0,0
AKAP2,17.9604,17.2781,17.5441,27.2218,27.204,24.722
AKAP3,0.193376,0.319181,0.191157,0.246629,0.163291,0.0639039
AKAP4,0.0687022,0,0,0.0375373,0.0347942,0.136248
AKAP5,1.3148,1.16061,1.17117,2.08492,2.60603,2.2632
AKAP6,0.632996,0.686727,0.484722,0.370358,0.533009,0.450774
AKAP7,3.28597,2.54506,2.46767,2.78079,2.77985,2.36014
AKAP8,9.43248,8.2257,7.84634,7.78562,7.98793,8.38114
AKAP8L,38.291,33.4046,37.5229,33.2382,33.0719,35.4653
AKAP9,10.0229,9.89287,9.37662,7.27828,8.92404,6.44249
AKD1,1.2634,0.789122,1.33577,1.05777,1.74625,0.927919
AKIP1,9.31796,10.8953,13.9188,11.6082,11.1658,12.4084
AKIRIN1,28.6438,31.5191,29.8061,30.7985,31.2491,30.1453
AKIRIN2,23.7335,20.7425,21.7483,19.4015,20.1652,18.1154
AKNA,6.63884,7.29135,7.70019,7.86576,7.93165,9.61556
AKNAD1,0,0,0,0.0366307,0.0339539,0
AKR1A1,69.6572,74.1317,70.3221,62.6946,53.2147,63.8658
AKR1B1,62.3692,61.7753,63.9814,55.7243,47.4954,51.4391
AKR1B10,1.75962,1.50597,1.48173,1.85235,0.858494,1.22759
AKR1B15,2.93674,2.24802,2.08261,1.74479,0.90568,1.01268
AKR1C1,0.231583,0.424717,0.228926,0.168776,0.156443,0.459181
AKR1C2,0.109974,0.111607,0.100033,0.110877,0.0278523,0.109027
AKR1C3,0.0909192,0.800681,0.269709,0.388787,0.198961,0.540946
AKR1C4,0,0,0,0,0,0
AKR1C6P,0,0,0.0751585,0,0.154085,0
AKR1CL1,0,0,0,0,0,0
AKR1D1,0.380803,0.377123,0.564661,0.582815,0.385869,0.641809
AKR1E2,0.612012,0.436774,0.470871,0.621722,0.206715,0.393689
AKR7A2,19.4279,18.7731,18.5735,18.1574,16.5259,18.4039
AKR7A2P1,0.323925,0.267331,0.0800519,0,0.0820586,0.160568
AKR7A3,0.262366,0.577405,0.259355,0.764841,0.354475,0.260108
AKR7L,0.34409,0.365357,0.21257,0.259262,0.384508,0.341128
AKT1,85.6916,85.0266,87.5366,75.1472,78.0609,85.012
AKT1S1,32.5558,36.2235,37.1386,37.3587,39.5897,41.652
AKT2,23.6249,23.0556,23.5677,22.059,21.389,24.7684
AKT3,15.819,16.6218,13.6961,14.3631,15.0512,11.4942
AKTIP,6.75196,7.02815,6.22352,6.08449,6.79558,6.42252
ALAD,13.4358,13.7452,13.0708,12.7894,12.4105,10.9944
ALAS1,17.1014,16.1037,17.107,16.9143,16.6489,16.8272
ALAS2,0,0,0,0,0.0536933,0.0525338
ALB,0,0.0488752,0.0439069,0.0485557,0,0
ALCAM,21.9834,20.2136,19.0667,20.3315,21.7787,19.7447
ALDH16A1,7.06869,6.6075,7.11084,4.99181,6.36985,5.82906
ALDH18A1,52.4417,53.6144,52.0189,54.1819,52.1459,53.2626
ALDH1A1,69.7047,67.0622,68.159,72.7181,74.7095,72.2214
ALDH1A2,7.94463,7.01335,6.37052,0.892277,0.551259,0.599339
ALDH1A3,0.77222,1.03182,0.954198,2.62299,3.82863,3.25369
ALDH1B1,7.66348,8.39791,8.73379,7.99684,8.08633,7.91148
ALDH1L1,0.128093,0.23435,0.193488,0.365885,0.370022,0.258734
ALDH1L1-AS1,0,0,0,0,0,0
ALDH1L1-AS2,0,0,0,0,0,0
ALDH1L2,4.15022,4.26272,4.12304,15.0317,15.7768,14.1841
ALDH2,41.2625,38.084,39.5345,57.079,52.4128,56.5801
ALDH3A1,0,0,0,0.0631191,0,0
ALDH3A2,21.4962,20.6731,19.7636,23.1594,24.2428,22.8754
ALDH3B1,10.191,8.86405,9.40005,15.9857,15.1848,17.2999
ALDH3B2,0,0,0,0.0433152,0,0
ALDH4A1,4.33063,3.73689,3.86745,2.87306,3.66126,3.90828
ALDH5A1,5.12183,5.77788,5.81575,4.33026,3.77113,3.92704
ALDH6A1,7.48523,7.57971,7.62631,7.73097,8.65507,7.87608
ALDH7A1,18.6266,17.2034,17.2561,13.8406,11.4879,12.78
ALDH8A1,0.12411,0.0910035,0.162799,0.0451637,0.125761,0.164088
ALDH9A1,27.944,27.4002,27.3108,41.1341,42.0532,39.1847
ALDOA,355.917,346.336,363.933,402.025,402.079,482.767
ALDOB,0,0.04494,0,0,0.0827675,0.0809778
ALDOC,12.6019,13.177,13.8208,10.0066,10.4825,13.3636
ALG1,4.81821,3.98979,3.63233,5.45343,5.5974,5.88649
ALG10,0.65205,0.888339,0.460406,0.373379,0.566336,0.338611
ALG10B,0.9842,0.789474,0.818332,0.32177,0.288936,0.328283
ALG11,6.9779,5.8041,6.52633,6.80992,8.82619,7.05184
ALG12,15.7728,14.8241,15.4678,14.3156,13.9478,16.0934
ALG13,17.0193,16.5855,16.2452,16.9759,17.226,14.3514
ALG14,7.44055,7.95351,6.51457,8.36632,7.53954,9.16795
ALG1L,0.598127,0.987251,1.77379,0.490397,1.06065,0.741216
ALG1L2,0.237003,0.391191,0.117142,0.388634,0.120078,0.352445
ALG1L9P,1.99939,2.2924,2.01321,2.14539,1.69851,2.16834
ALG2,14.89,14.5297,14.1053,17.4464,19.0352,17.7974
ALG3,21.9962,20.504,26.7096,22.9135,21.6443,22.7102
ALG5,25.7004,24.0794,22.8261,31.5084,26.7573,29.5208
ALG6,2.72258,2.23902,2.63467,2.16173,2.64264,1.59107
ALG8,19.3198,15.2765,15.0851,17.3622,15.6044,15.442
ALG9,6.37579,5.69402,5.79269,6.17369,6.79894,6.35914
ALK,0,0.0329619,0,0.0491197,0.0758838,0.0593944
ALKBH1,5.60283,5.20062,4.785,5.5833,4.8277,5.3279
ALKBH2,9.55545,8.07807,11.5605,9.25536,8.104,8.95733
ALKBH3,6.91173,5.85042,5.78128,9.37213,8.01383,7.64289
ALKBH4,8.94615,9.16707,8.46916,8.27923,8.77739,6.85131
ALKBH5,31.0319,33.25,31.176,31.6192,31.3878,34.0253
ALKBH6,8.56127,9.56408,9.04264,6.62129,6.6549,8.45948
ALKBH7,33.0768,33.3861,34.8452,31.1444,29.684,40.0526
ALKBH8,2.13821,2.35285,2.76404,2.95395,2.61904,2.67888
ALLC,0,0,0,0,0,0
ALMS1,4.06183,4.36745,3.63417,3.62096,3.9278,3.22009
ALMS1P,0.0653586,0.0719194,0.0646086,0.214348,0.0662282,0.194388
ALOX12,0.758322,0.741727,0.541392,0.782934,0.640342,0.501197
ALOX12B,0,0,0,0,0.0400158,0
ALOX12P2,0.0353955,0.0389485,0.0349893,0.0386939,0.0358664,0
ALOX15,15.6987,16.0263,14.5419,3.00029,3.00353,2.86603
ALOX15B,0.112306,0.0436183,0.185035,0.173354,0.241032,0.196515
ALOX15P1,0,0,0.19129,0,0,0
ALOX5,0.249064,0.0913465,0.238045,0.0907494,0.0841246,0.082299
ALOX5AP,5.0356,5.54108,4.72254,1.6938,1.57003,1.66409
ALOXE3,0,0,0.0296146,0.0327502,0,0
ALPI,0,0,0,0,0,0
ALPK1,2.41205,2.8163,2.12324,2.88695,2.90791,2.61619
ALPK2,16.1068,16.8649,15.2264,23.5376,22.6472,22.0307
ALPK3,1.04235,1.10969,1.12254,1.38962,1.03905,1.01658
ALPL,0.601805,0.807687,0.722288,1.50634,1.56899,2.34336
ALPP,0.136321,0,0.168446,0.0372561,0.103601,0.135148
ALPPL2,0,0,0,0,0,0
ALS2,9.44216,9.29799,9.3198,9.50681,8.68601,8.66662
ALS2CL,0.464915,0.76938,0.632485,0.419225,0.681097,0.634122
ALS2CR11,0,0.0635608,0.0163095,0,0,0
ALS2CR12,0.20857,0.286887,0.515461,0.171016,0.158506,0.0516839
ALS2CR8,2.19013,2.69007,2.25794,2.27425,2.16451,1.68449
ALX1,6.57943,6.14015,6.66858,3.45971,4.2196,3.71552
ALX3,1.49523,1.64533,1.54846,2.41294,3.39099,2.11766
ALX4,0.517536,0.58847,0.63097,0.245165,0.157327,0.239438
ALYREF,58.3848,53.6311,58.0159,50.3945,49.387,58.285
AMACR,3.09499,3.5398,3.81074,4.32743,4.22937,4.15996
AMBN,0.201859,0,0.199543,0.110335,0,0
AMBP,0,0,0,0,0,0
AMBRA1,10.9951,11.3044,11.6353,10.013,8.16562,9.68685
AMD1,13.345,13.5158,12.5504,17.8579,17.9538,15.7475
AMDHD1,0,0.155044,0,0.102687,0.142775,0.0931253
AMDHD2,5.91207,6.50553,5.19487,7.39655,6.72292,7.42417
AMELX,0.167441,0.552781,0.165518,0,0,0
AMELY,0,0,0,0,0,0
AMER1,2.43514,2.52196,2.32006,1.96343,1.83111,1.85706
AMER2,0,0,0.0683508,0,0,0.0603481
AMER3,0.197784,0.217638,0.150393,0.13305,0.246669,0.286588
AMFR,24.8025,24.9689,25.8389,29.0714,27.7866,29.7825
AMH,1.95078,3.19238,2.86787,2.57002,2.20566,2.42989
AMHR2,2.78792,1.92576,2.27086,5.41779,5.36879,4.64596
AMICA1,0,0,0,0,0,0
AMIGO1,0.760573,0.836921,0.672704,0.306324,0.283939,0.555599
AMIGO2,4.93171,6.79596,5.88733,18.5023,21.0492,18.5208
AMIGO3,2.62304,3.60793,3.24117,3.2976,2.59149,2.99053
AMMECR1,11.0855,13.5662,11.3724,11.9115,13.2555,12.1008
AMMECR1L,8.18557,9.13615,9.15593,9.04656,8.34264,9.34353
AMN,0,0.442669,0.331392,0.073296,0.0679399,0.132942
AMN1,5.10318,4.65878,4.89859,3.74756,3.75384,3.148
AMOT,27.4989,27.4499,26.7819,29.7009,29.8495,26.3597
AMOTL1,25.4031,25.0907,26.2238,26.6871,25.2599,24.4067
AMOTL2,21.3071,21.3354,22.602,20.8846,20.4938,22.837
AMPD1,0,0,0,0,0,0
AMPD2,32.5153,32.6261,33.1023,29.2003,27.9981,28.1114
AMPD3,0.637911,0.711745,0.977233,0.557441,0.583011,0.474707
AMPH,0.381097,0.322576,0.405703,0.384563,0.356461,0.377817
AMT,9.10369,12.5274,12.9473,9.73938,11.8082,9.87616
AMTN,0,0,0,0,0,0
AMY1A,0,0,0,0,0,0
AMY1B,0,0,0,0,0,0
AMY1C,0,0,0,0,0,0
AMY2A,0,0,0,0,0,0
AMY2B,1.35087,1.26392,1.46736,1.36442,1.30357,1.10986
AMZ1,0.0862224,0.189755,0.12785,0.141386,0.109212,0.170961
AMZ2,33.4343,31.6324,35.6697,33.0385,34.4354,30.119
AMZ2P1,2.21441,2.93021,2.43838,2.17563,2.61312,2.63998
ANAPC1,6.43623,6.15391,5.87387,6.58803,6.58292,6.41668
ANAPC10,6.03474,6.53217,6.22551,6.22619,6.1815,6.82635
ANAPC11,61.3976,54.2422,54.225,57.6022,52.2089,66.271
ANAPC13,43.4731,42.2104,41.9148,44.094,52.1151,46.8936
ANAPC15,22.7257,17.5048,19.2934,16.952,16.2551,19.8795
ANAPC16,21.8548,19.5525,21.428,21.3441,22.7027,23.5747
ANAPC1P1,0.0578984,0.191131,0.057234,0.189882,0.117337,0.0574001
ANAPC2,15.2345,17.8441,16.138,12.8782,11.3845,14.3465
ANAPC4,5.957,6.43358,5.45244,7.1955,6.11077,5.83282
ANAPC5,48.3986,44.1558,43.6127,45.6629,43.9991,43.6336
ANAPC7,12.5447,13.0897,11.0562,12.7384,10.8661,11.4861
ANG,4.17019,5.74403,4.32786,4.04773,2.9007,5.0082
ANGEL1,9.08383,9.50996,8.63511,7.39062,6.94471,7.50855
ANGEL2,5.86087,6.80873,6.21754,6.1838,6.51825,5.32454
ANGPT1,9.66428,8.86945,8.16555,8.76304,9.14637,7.35923
ANGPT2,1.54237,1.40127,2.00002,2.05881,2.68962,2.03595
ANGPT4,0.105688,0.0581484,0.0522375,0.0577683,0.107094,0.104778
ANGPTL1,8.01177,8.27808,7.51713,11.0742,12.6316,11.8738
ANGPTL2,20.0231,22.122,22.2975,53.1759,48.8258,52.7395
ANGPTL3,0.0472111,0,0,0,0,0
ANGPTL4,6.41442,8.60803,7.10407,11.4614,10.7985,12.6595
ANGPTL5,0,0,0,0,0.0424923,0
ANGPTL6,2.3602,2.53672,2.60441,5.3403,5.06129,5.87692
ANGPTL7,0.579969,0.638187,0.793819,0.0487704,0,0.044229
ANHX,0,0,0,0,0,0
ANK1,0.120367,0.0927139,0.186069,0.102884,0.109771,0.177947
ANK2,2.88063,3.25432,2.94048,2.90861,3.01562,3.1768
ANK3,23.2605,24.5241,22.7682,34.6847,33.0296,28.5613
ANKAR,0.237055,0.450562,0.319548,0.259146,0.589605,0.405935
ANKDD1A,2.12229,2.40401,2.56071,2.42242,2.34028,2.07308
ANKDD1B,0.229631,0.421136,0.151331,0.334707,0.232686,0.15177
ANKEF1,0.5617,0.30358,0.530003,0.362845,0.517417,0.329044
ANKFN1,0.0408404,0.0898801,0,0,0.0413838,0.0404889
ANKFY1,14.5833,15.8967,15.5796,15.6795,14.7752,14.3645
ANKH,1.27049,1.16086,1.31197,1.50049,1.45981,1.51821
ANKHD1,11.6783,10.8573,11.7618,9.86997,10.4232,9.38596
ANKHD1-EIF4EBP3,6.42106,5.71193,6.53429,7.39514,7.06918,6.65487
ANKIB1,12.9595,13.0026,11.4671,14.4373,15.5892,14.2415
ANKK1,0.193993,0.0853865,0.306827,0.212071,0.0786295,0.192323
ANKLE1,0.903687,0.762374,0.803985,0.922041,1.1599,1.07509
ANKLE2,15.9607,15.2853,15.6299,14.6955,15.0919,15.2521
ANKMY1,1.66478,1.61207,2.13836,1.93521,1.38279,1.5979
ANKMY2,8.91675,8.96232,8.85258,11.4778,11.7734,11.404
ANKRA2,9.51105,9.06367,8.45722,8.50694,9.49924,10.512
ANKRD1,13.8409,15.8508,15.2023,13.1693,13.5056,13.6201
ANKRD10,28.1634,30.5983,31.0119,23.6431,26.0897,24.0333
ANKRD11,26.9557,26.4464,28.186,28.8237,27.2891,29.879
ANKRD12,3.16733,3.0588,3.02094,3.7732,4.73752,3.21545
ANKRD13A,9.43449,9.00632,8.23614,8.75993,8.81507,7.99281
ANKRD13B,5.44131,5.31476,5.40909,5.14635,4.27467,5.75815
ANKRD13C,6.4971,6.74703,5.86406,6.72109,7.94739,6.3094
ANKRD13D,13.2238,12.029,14.4783,10.9779,10.5435,11.7167
ANKRD16,3.64323,4.68995,3.60204,1.68749,3.44305,2.87755
ANKRD17,18.9046,20.1371,17.7093,19.677,19.2345,17.8844
ANKRD18A,0.0513671,0.0282617,0.0253888,0,0.0260253,0
ANKRD18B,0.434776,0.422135,0.227534,0.251625,0.414645,0.557809
ANKRD18DP,0.0337257,0,0.0333387,0,0,0
ANKRD19P,0.690401,0.664742,0.639824,0.518883,0.306069,0.385008
ANKRD2,0.0789995,0,0.156193,0,0,0
ANKRD20A1,0,0,0,0,0,0
ANKRD20A11P,0.102455,0,0,0,0,0.101574
ANKRD20A12P,0.0589127,0,0,0.128805,0.179089,0.0584057
ANKRD20A19P,0.0185557,0.12251,0.0733709,0.0202848,0.0188025,0.0735839
ANKRD20A2,0,0,0,0,0,0
ANKRD20A3,0,0,0,0,0,0
ANKRD20A4,0.0273962,0,0,0,0.0555214,0
ANKRD20A5P,0.103643,0.0570235,0.0512269,0.0283254,0.052511,0.0256878
ANKRD20A8P,0,0,0,0,0.0265357,0.0519238
ANKRD20A9P,0.56377,0.671168,0.665398,0.648186,0.714089,0.580601
ANKRD22,0.168133,0.10572,0.14246,0.0525146,0.048677,0.142874
ANKRD23,1.75548,1.38578,2.03713,1.16813,1.16011,1.74037
ANKRD24,0.284986,0.339726,0.422573,0.181734,0.55349,0.376711
ANKRD26,3.16227,3.46554,3.18008,3.09511,3.77745,2.93012
ANKRD26P1,0,0,0,0,0,0
ANKRD26P3,0,0,0,0,0,0
ANKRD27,7.07111,7.59287,6.63097,7.82348,7.33837,6.92554
ANKRD28,8.20697,7.53776,8.10775,6.91818,7.16831,6.29855
ANKRD29,0.131576,0.144784,0.0433555,0.0479459,0.133327,0.0869626
ANKRD30A,0,0,0,0.0472409,0,0
ANKRD30B,0.0205692,0.022634,0.0203332,0.044972,0.104214,0.0815687
ANKRD30BL,2.00581,2.12541,1.46873,1.86788,0.73786,1.10475
ANKRD30BP2,0.225918,0.372894,0.223326,0.277843,0.228924,0.16798
ANKRD30BP3,0,0,0,0,0,0
ANKRD31,0.0155655,0.017128,0.0769343,0.017016,0.0630903,0.030863
ANKRD32,1.7102,1.57745,1.7403,1.42967,1.58004,1.24668
ANKRD33,0.155633,0.415761,0.227769,0.170136,0.157704,0
ANKRD33B,0.944741,0.842604,1.04204,0.793611,0.92708,1.01548
ANKRD34A,0.825616,0.527512,0.947778,0.553179,0.971536,0.712897
ANKRD34B,0.145967,0.0803099,0.0240487,0.31914,0.0986062,0.144711
ANKRD34C,0,0,0.0171904,0,0.052864,0
ANKRD35,0.0861937,0.094846,0,0.219861,0.0873405,0.14242
ANKRD36,1.57186,1.94379,1.59822,1.7347,1.83548,1.76611
ANKRD36B,1.58571,2.10768,1.59855,1.57901,2.11589,1.64988
ANKRD36BP1,2.8112,4.4278,3.54179,4.27834,4.80353,3.22418
ANKRD36BP2,0.0594528,0,0,0.129986,0,0.117882
ANKRD37,0.372521,0.683192,0.613744,0.950217,0.125826,1.23105
ANKRD39,9.92589,9.1977,7.35899,6.28208,5.55834,5.43815
ANKRD40,14.9946,13.8296,13.7816,13.539,14.9158,13.5946
ANKRD42,2.88646,3.09151,2.28267,2.65057,2.41788,3.77733
ANKRD44,1.66187,1.43675,1.21947,0.787004,0.639225,0.775485
ANKRD45,0.588584,0.607188,0.727287,0.281502,0.410035,0.364699
ANKRD46,5.11087,5.12926,4.6992,6.56231,5.56252,5.06808
ANKRD49,4.48061,4.93038,5.3783,5.59789,4.81047,4.38916
ANKRD50,10.829,10.2894,10.0887,9.66688,10.9089,9.00769
ANKRD52,20.1933,21.3693,19.8341,19.6914,18.949,18.9333
ANKRD53,0.45646,0.364794,0.200539,0.880129,0.575869,0.772912
ANKRD54,8.4876,8.74085,8.14154,8.47998,8.05438,8.09126
ANKRD55,0.158099,0.130477,0.117214,0.0864162,0.280355,0.156739
ANKRD6,1.83425,2.45051,2.47373,2.17696,1.93422,2.2579
ANKRD61,0.372054,0.736923,1.0298,1.13883,0.603207,0.811475
ANKRD62P1-PARP4P3,0.136004,0.149656,0.40333,0.148678,0.0689067,0.134833
ANKRD63,0.193142,0.531324,0.477314,0.422281,0.0978557,0.19148
ANKRD65,0.762301,0.419386,0.627951,0.90279,0.708069,0.629778
ANKRD66,0,0,0,0,0,0
ANKRD7,0,0,0,0,0.0797124,0
ANKRD9,8.54883,6.80953,7.56782,4.67274,4.20199,5.31285
ANKS1A,6.85235,7.75146,6.9635,4.98856,5.31239,5.871
ANKS1B,3.28657,2.97381,3.46448,2.58757,3.4358,2.52506
ANKS3,5.53144,5.69656,6.38982,6.24148,4.71446,6.06222
ANKS4B,0.436651,0.591363,0.630858,0.807809,0.44246,0.732588
ANKS6,4.65476,4.61844,5.4027,5.50305,4.80943,5.6906
ANKUB1,0,0,0.0395359,0,0,0
ANKZF1,11.697,11.4052,11.8359,11.9642,12.6616,13.7571
ANLN,15.924,16.3193,14.6211,13.3004,13.094,11.3721
ANO1,0.0535319,0.237412,0.214388,0.410217,0.439536,0.557545
ANO10,7.80872,8.52687,8.58566,10.8627,10.1352,11.2179
ANO2,0.025837,0.0568612,0.0255405,0,0.0523615,0
ANO3,0.0950219,0.10456,0.203518,0.415508,0.497478,0.439619
ANO4,1.13577,1.37731,1.28313,2.38186,2.79499,2.55072
ANO5,1.34968,1.57835,1.40368,0.814761,0.712474,0.348534
ANO6,26.4657,27.7534,25.3402,28.5745,30.9792,26.8043
ANO7,0.231317,0.509074,0.388726,0.151724,0.187516,0.343989
ANO8,7.72502,8.07038,7.54546,4.59946,3.54114,4.0572
ANO9,0.135913,0.224334,0.167941,0.148578,0.206581,0.0673715
ANP32A,53.9996,47.545,46.9157,47.6289,45.5306,43.1541
ANP32A-IT1,0.560436,1.10356,0.845586,1.03185,0.807004,0.877283
ANP32AP1,0,0,0,0,0,0
ANP32B,99.7139,94.4526,97.0454,117.996,119.53,118.474
ANP32C,0,0,0,0,0,0
ANP32D,0.939429,1.03373,0.464324,0.513487,0,0.465672
ANP32E,21.9435,23.3838,20.1156,15.3753,16.1121,13.4135
ANPEP,2.79196,3.7968,4.60854,3.34007,2.85579,3.83854
ANTXR1,67.6397,71.1725,68.6495,91.6083,97.5753,91.5337
ANTXR2,16.719,19.1002,16.6631,23.1803,26.7474,25.8419
ANXA1,299.061,276.963,292.403,248.268,244.893,248.553
ANXA10,0.0729755,0,0,0.159552,0.0739464,0.0723475
ANXA11,44.2854,45.3169,50.8495,47.1776,46.9765,54.3329
ANXA13,0,0,0,0,0,0
ANXA2,394.563,359.974,359.912,391.723,375.987,387.654
ANXA2P1,0.637054,0.350501,0.39359,0.435263,0.161382,0.710518
ANXA2P2,0.410026,0.721896,0.648513,0.448236,0.0830962,0.894293
ANXA2P3,0.395729,0.0870906,0.0782376,0.173043,0.0801988,0
ANXA2R,0.683191,0.657799,0.844189,1.21364,1.7307,0.931303
ANXA3,14.9488,13.5548,13.6991,12.2038,12.6122,12.7847
ANXA4,11.0031,10.3558,11.2471,7.21706,7.54367,6.12725
ANXA5,230.925,227.343,212.911,262.468,272.481,258.143
ANXA6,145.558,139.91,145.375,136.119,126.173,141.242
ANXA7,28.4794,25.0912,26.2047,28.1585,25.8156,27.4901
ANXA8,0.0540123,0.119143,0.0533925,0.118364,0.109714,0
ANXA8L1,0.000241493,0.000269351,0.000238722,0.000267591,0.000248037,0
